2024-05-16 12:17:09,578 INFO [main] o.e.d.c.b.e.EncryptionBeanPostProcessor [EncryptionBeanPostProcessor.java:67] Encryption has been successfully set up
2024-05-16 12:17:10,140 INFO [main] o.e.d.c.c.StaticObjects [StaticObjects.java:97] Setting static object by key: REPOSITORY
2024-05-16 12:17:10,518 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:103] Registered [15] synchronizers: [[org.eclipse.dirigible.components.extensions.synchronizer.ExtensionPointsSynchronizer@3e729ea7, org.eclipse.dirigible.components.extensions.synchronizer.ExtensionsSynchronizer@4c5ce663, org.eclipse.dirigible.components.security.synchronizer.RoleSynchronizer@3ff0751f, org.eclipse.dirigible.components.security.synchronizer.AccessSynchronizer@d58fa2, org.eclipse.dirigible.components.jobs.synchronizer.JobSynchronizer@2ace92bc, org.eclipse.dirigible.components.listeners.synchronizer.ListenerSynchronizer@471fe7ae, org.eclipse.dirigible.components.engine.web.synchronizer.ExposesSynchronizer@51833b0a, org.eclipse.dirigible.components.openapi.synchronizer.OpenAPISynchronizer@1c0984e5, org.eclipse.dirigible.components.websockets.synchronizer.WebsocketsSynchronizer@2ff8de16, org.eclipse.dirigible.components.data.sources.synchronizer.DataSourcesSynchronizer@4886b602, org.eclipse.dirigible.components.data.structures.synchronizer.SchemasSynchronizer@2dfa02e, org.eclipse.dirigible.components.data.structures.synchronizer.TablesSynchronizer@2072a164, org.eclipse.dirigible.components.data.structures.synchronizer.ViewsSynchronizer@1aaad866, org.eclipse.dirigible.components.data.store.synchronizer.EntitySynchronizer@6477123c, org.eclipse.dirigible.components.data.csvim.synchronizer.CsvimSynchronizer@73eabfbd]]
2024-05-16 12:17:12,926 INFO [main] o.e.d.c.s.i.SystemRolesInitializer [SystemRolesInitializer.java:53] Executing...
2024-05-16 12:17:13,035 INFO [main] o.e.d.c.s.i.SystemRolesInitializer [SystemRolesInitializer.java:85] Created system role [SecurityRole {id=1, location='SYSTEM_n/a', name='ROLE_ADMINISTRATOR', type='role', description='System role', key='role:SYSTEM_n/a:ROLE_ADMINISTRATOR', dependencies='null', createdBy=SYSTEM, createdAt=Thu May 16 12:17:13 EEST 2024, updatedBy=SYSTEM, updatedAt=Thu May 16 12:17:13 EEST 2024}].
2024-05-16 12:17:13,038 INFO [main] o.e.d.c.s.i.SystemRolesInitializer [SystemRolesInitializer.java:85] Created system role [SecurityRole {id=2, location='SYSTEM_n/a', name='ROLE_DEVELOPER', type='role', description='System role', key='role:SYSTEM_n/a:ROLE_DEVELOPER', dependencies='null', createdBy=SYSTEM, createdAt=Thu May 16 12:17:13 EEST 2024, updatedBy=SYSTEM, updatedAt=Thu May 16 12:17:13 EEST 2024}].
2024-05-16 12:17:13,040 INFO [main] o.e.d.c.s.i.SystemRolesInitializer [SystemRolesInitializer.java:85] Created system role [SecurityRole {id=3, location='SYSTEM_n/a', name='ROLE_OPERATOR', type='role', description='System role', key='role:SYSTEM_n/a:ROLE_OPERATOR', dependencies='null', createdBy=SYSTEM, createdAt=Thu May 16 12:17:13 EEST 2024, updatedBy=SYSTEM, updatedAt=Thu May 16 12:17:13 EEST 2024}].
2024-05-16 12:17:13,040 INFO [main] o.e.d.c.s.i.SystemRolesInitializer [SystemRolesInitializer.java:59] Completed...
2024-05-16 12:17:13,040 INFO [main] o.e.d.c.t.i.DefaultTenantInitializer [DefaultTenantInitializer.java:59] Executing...
2024-05-16 12:17:13,054 INFO [main] o.e.d.c.t.i.DefaultTenantInitializer [DefaultTenantInitializer.java:84] Created default tenant [Tenant [id=default-tenant, subdomain=default, name=default-tenant, status=PROVISIONED]]
2024-05-16 12:17:13,054 INFO [main] o.e.d.c.t.i.DefaultTenantInitializer [DefaultTenantInitializer.java:61] Completed...
2024-05-16 12:17:13,054 INFO [main] o.e.d.c.t.i.AdminUserInitializer [AdminUserInitializer.java:79] Executing...
2024-05-16 12:17:13,157 INFO [main] o.e.d.c.t.i.AdminUserInitializer [AdminUserInitializer.java:99] Created admin user with username [admin] for tenant with id [default-tenant]
