2024-06-06 13:32:52,329 INFO [main] o.e.d.c.b.e.EncryptionBeanPostProcessor [EncryptionBeanPostProcessor.java:67] Encryption has been successfully set up
2024-06-06 13:32:53,682 INFO [main] o.e.d.c.c.StaticObjects [StaticObjects.java:97] Setting static object by key: REPOSITORY
2024-06-06 13:32:54,739 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:103] Registered [15] synchronizers: [[org.eclipse.dirigible.components.extensions.synchronizer.ExtensionPointsSynchronizer@7c9e7e01, org.eclipse.dirigible.components.extensions.synchronizer.ExtensionsSynchronizer@7ece9a07, org.eclipse.dirigible.components.security.synchronizer.RoleSynchronizer@140f119d, org.eclipse.dirigible.components.security.synchronizer.AccessSynchronizer@4c2033b5, org.eclipse.dirigible.components.jobs.synchronizer.JobSynchronizer@3ca55fa, org.eclipse.dirigible.components.listeners.synchronizer.ListenerSynchronizer@10f31fb8, org.eclipse.dirigible.components.engine.web.synchronizer.ExposesSynchronizer@32cfe332, org.eclipse.dirigible.components.openapi.synchronizer.OpenAPISynchronizer@180b0347, org.eclipse.dirigible.components.websockets.synchronizer.WebsocketsSynchronizer@53627124, org.eclipse.dirigible.components.data.sources.synchronizer.DataSourcesSynchronizer@210d6df, org.eclipse.dirigible.components.data.structures.synchronizer.SchemasSynchronizer@bb59e72, org.eclipse.dirigible.components.data.structures.synchronizer.TablesSynchronizer@4f3bbeec, org.eclipse.dirigible.components.data.structures.synchronizer.ViewsSynchronizer@602b726c, org.eclipse.dirigible.components.data.store.synchronizer.EntitySynchronizer@7b0343f0, org.eclipse.dirigible.components.data.csvim.synchronizer.CsvimSynchronizer@3aafbad3]]
2024-06-06 13:32:59,710 INFO [main] o.e.d.c.s.i.SystemRolesInitializer [SystemRolesInitializer.java:53] Executing...
2024-06-06 13:32:59,913 INFO [main] o.e.d.c.s.i.SystemRolesInitializer [SystemRolesInitializer.java:85] Created system role [SecurityRole {id=1, location='SYSTEM_n/a', name='ROLE_ADMINISTRATOR', type='role', description='System role', key='role:SYSTEM_n/a:ROLE_ADMINISTRATOR', dependencies='null', createdBy=SYSTEM, createdAt=Thu Jun 06 13:32:59 UTC 2024, updatedBy=SYSTEM, updatedAt=Thu Jun 06 13:32:59 UTC 2024}].
2024-06-06 13:32:59,920 INFO [main] o.e.d.c.s.i.SystemRolesInitializer [SystemRolesInitializer.java:85] Created system role [SecurityRole {id=2, location='SYSTEM_n/a', name='ROLE_DEVELOPER', type='role', description='System role', key='role:SYSTEM_n/a:ROLE_DEVELOPER', dependencies='null', createdBy=SYSTEM, createdAt=Thu Jun 06 13:32:59 UTC 2024, updatedBy=SYSTEM, updatedAt=Thu Jun 06 13:32:59 UTC 2024}].
2024-06-06 13:32:59,925 INFO [main] o.e.d.c.s.i.SystemRolesInitializer [SystemRolesInitializer.java:85] Created system role [SecurityRole {id=3, location='SYSTEM_n/a', name='ROLE_OPERATOR', type='role', description='System role', key='role:SYSTEM_n/a:ROLE_OPERATOR', dependencies='null', createdBy=SYSTEM, createdAt=Thu Jun 06 13:32:59 UTC 2024, updatedBy=SYSTEM, updatedAt=Thu Jun 06 13:32:59 UTC 2024}].
2024-06-06 13:32:59,926 INFO [main] o.e.d.c.s.i.SystemRolesInitializer [SystemRolesInitializer.java:59] Completed...
2024-06-06 13:32:59,926 INFO [main] o.e.d.c.t.i.DefaultTenantInitializer [DefaultTenantInitializer.java:59] Executing...
2024-06-06 13:32:59,956 INFO [main] o.e.d.c.t.i.DefaultTenantInitializer [DefaultTenantInitializer.java:84] Created default tenant [Tenant [id=default-tenant, subdomain=default, name=default-tenant, status=PROVISIONED]]
2024-06-06 13:32:59,957 INFO [main] o.e.d.c.t.i.DefaultTenantInitializer [DefaultTenantInitializer.java:61] Completed...
2024-06-06 13:32:59,957 INFO [main] o.e.d.c.t.i.AdminUserInitializer [AdminUserInitializer.java:79] Executing...
2024-06-06 13:33:00,108 INFO [main] o.e.d.c.t.i.AdminUserInitializer [AdminUserInitializer.java:99] Created admin user with username [admin] for tenant with id [default-tenant]
2024-06-06 13:33:00,118 INFO [main] o.e.d.c.t.i.AdminUserInitializer [AdminUserInitializer.java:119] Assigned role [ROLE_ADMINISTRATOR] to user [admin] in tenant [default-tenant]
2024-06-06 13:33:00,123 INFO [main] o.e.d.c.t.i.AdminUserInitializer [AdminUserInitializer.java:119] Assigned role [ROLE_DEVELOPER] to user [admin] in tenant [default-tenant]
2024-06-06 13:33:00,127 INFO [main] o.e.d.c.t.i.AdminUserInitializer [AdminUserInitializer.java:119] Assigned role [ROLE_OPERATOR] to user [admin] in tenant [default-tenant]
2024-06-06 13:33:00,128 INFO [main] o.e.d.c.t.i.AdminUserInitializer [AdminUserInitializer.java:81] Completed.
2024-06-06 13:33:00,128 INFO [main] o.e.d.c.i.s.SynchronizationInitializer [SynchronizationInitializer.java:63] Executing...
2024-06-06 13:33:05,647 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: extension:/ide-workspace-menu/extensions/workspace-menu-new-template-mjs.extension:workspace-menu-new-template-mjs
2024-06-06 13:33:05,648 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: expose:/template-database-table/project.json:template-database-table
2024-06-06 13:33:05,648 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: extension:/test/extensions/test.extension:test
2024-06-06 13:33:05,648 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: expose:/ide-import/project.json:ide-import
2024-06-06 13:33:05,649 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: extension:/ide-terminal/extensions/menu/terminal.extension:terminal
2024-06-06 13:33:05,649 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: extension:/ide-data-structures/extensions/view-editor.extension:view-editor
2024-06-06 13:33:05,649 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: extension:/ide-operations/services/artefacts/web-expose/artefacts-web-expose.extension:artefacts-web-expose
2024-06-06 13:33:05,649 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: extension:/ide/extensions/workbench.extension:workbench
2024-06-06 13:33:05,649 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: extension:/ide-workspace-menu/extensions/workspace-menu-new-template-html.extension:workspace-menu-new-template-html
2024-06-06 13:33:05,650 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: expose:/ide-form-builder-menu/project.json:ide-form-builder-menu
2024-06-06 13:33:05,650 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: extensionpoint:/portal/ui/launchpad/perspective.extensionpoint:portal
2024-06-06 13:33:05,650 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: extension:/ide-console/extensions/console.extension:console
2024-06-06 13:33:05,650 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: expose:/ide-jobs-menu/project.json:ide-jobs-menu
2024-06-06 13:33:05,650 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: extension:/ide-git-branches/extensions/git-branches-remote.extension:git-branches-remote
2024-06-06 13:33:05,650 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: extension:/ide-git/extensions/history-view.extension:history-view
2024-06-06 13:33:05,651 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: extension:/ide-git/extensions/menu/help.extension:help
2024-06-06 13:33:05,651 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: extensionpoint:/portal/ui/launchpad/tile.extensionpoint:portal-tile
2024-06-06 13:33:05,651 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: extension:/ide-operations/services/artefacts/csvim/artefacts-csvim.extension:artefacts-csvim
2024-06-06 13:33:05,651 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: extension:/ide-jobs/extensions/job-logs.extension:job-logs
2024-06-06 13:33:05,651 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: extension:/ide-operations/services/artefacts/extensions/artefacts-extensions.extension:artefacts-extensions
2024-06-06 13:33:05,652 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: extension:/ide-security/extensions/access.extension:access
2024-06-06 13:33:05,652 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: extension:/theme-quartz-dark/extensions/theme.extension:theme
2024-06-06 13:33:05,652 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: extension:/ide-extensions-menu/extensions/menu/workspace-menu-new-template-extensionpoint.extension:workspace-menu-new-template-extensionpoint
2024-06-06 13:33:05,652 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: extension:/ide-logs/extensions/logs.extension:logs
2024-06-06 13:33:05,652 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: extension:/ide-jobs-menu/extensions/workspace-menu-new-template-job.extension:workspace-menu-new-template-job
2024-06-06 13:33:05,652 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: extension:/ide-security/extensions/access-editor.extension:access-editor
2024-06-06 13:33:05,653 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: expose:/ide-properties/project.json:ide-properties
2024-06-06 13:33:05,653 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: extension:/ide-operations/extensions/configurations.extension:configurations
2024-06-06 13:33:05,653 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: expose:/ide-form-builder/project.json:ide-form-builder
2024-06-06 13:33:05,653 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: extension:/ide-operations/services/artefacts/entities/artefacts-entities.extension:artefacts-entities
2024-06-06 13:33:05,653 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: extension:/ide-entity-menu/extensions/workspace-menu-new-template-edm.extension:workspace-menu-new-template-edm
2024-06-06 13:33:05,654 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: extension:/ide-debugger/extensions/menu/help.extension:help
2024-06-06 13:33:05,654 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: extension:/ide-terminal/extensions/terminal-view.extension:terminal-view
2024-06-06 13:33:05,654 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: extension:/template-listener/template.extension:template
2024-06-06 13:33:05,654 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: expose:/ide-monaco-extensions/project.json:ide-monaco-extensions
2024-06-06 13:33:05,654 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: extension:/ide-jobs/extensions/job-trigger.extension:job-trigger
2024-06-06 13:33:05,654 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: expose:/theme-quartz-light/project.json:theme-quartz-light
2024-06-06 13:33:05,655 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: extensionpoint:/ide-workspace/ide-workspace-before-unpublish.extensionpoint:ide-workspace-before-unpublish
2024-06-06 13:33:05,655 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: extension:/ide-monaco/extensions/code-editor.extension:code-editor
2024-06-06 13:33:05,655 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: extension:/ide-logs/extensions/loggers.extension:loggers
2024-06-06 13:33:05,655 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: extension:/template-hello-world/template.extension:template
2024-06-06 13:33:05,655 INFO [main] o.e.d.c.i.s.SynchronizationProcessor [SynchronizationProcessor.java:197] Processing a new artefact: extension:/ide-operations/services/artefacts/odata-schema/artefacts-odata-schema.extension:artefacts-odata-schema
